"Chromosome","Start_Position","End_Position","Match_Position","Match_End_Position","FlankedExonIDs"
"NC_035107.1",34277926,34277975,34278421,34278470,"exon-XM_021839364.1-3"
"NC_035107.1",34278126,34278225,34278423,34278522,"exon-XM_021839364.1-3"
"NC_035107.1",34278701,34278775,34279790,34279864,"exon-XM_021839364.1-2; exon-XM_021839365.1-2; exon-XM_021839365.1-3"
"NC_035107.1",34278801,34278975,34278999,34279173,"exon-XM_021839364.1-2; exon-XM_021839365.1-3"
"NC_035107.1",34278826,34278875,34279420,34279469,"exon-XM_021839364.1-2; exon-XM_021839365.1-3"
"NC_035107.1",34279026,34279075,34279422,34279471,"exon-XM_021839364.1-2; exon-XM_021839365.1-3"
"NC_035107.1",34279101,34279150,34279299,34279348,"exon-XM_021839364.1-2; exon-XM_021839365.1-3"
"NC_035107.1",34279201,34279250,34279399,34279448,"exon-XM_021839364.1-2; exon-XM_021839365.1-3"
"NC_035107.1",34280051,34280175,34280153,34280277,"exon-XM_021839364.1-2; exon-XM_021839365.1-2"
"NC_035107.1",34280051,34280100,34280357,34280406,"exon-XM_021839364.1-2; exon-XM_021839365.1-2"
"NC_035107.1",34280151,34280200,34280355,34280404,"exon-XM_021839364.1-2; exon-XM_021839365.1-2"
"NC_035107.1",34345276,34345375,34345375,34345474,"exon-XM_021839366.1-1"
"NC_035107.1",34460351,34460400,34460648,34460697,"exon-XM_021839369.1-2"
"NC_035107.1",34460351,34460400,34460846,34460895,"exon-XM_021839369.1-2"
"NC_035107.1",34460351,34460400,34461044,34461093,"exon-XM_021839369.1-2"
"NC_035107.1",34460351,34460400,34461242,34461291,"exon-XM_021839369.1-2"
"NC_035107.1",34460351,34460450,34461440,34461539,"exon-XM_021839369.1-2"
"NC_035107.1",34460351,34460450,34461638,34461737,"exon-XM_021839369.1-2"
"NC_035107.1",34460351,34460400,34461836,34461885,"exon-XM_021839369.1-2"
"NC_035107.1",34460351,34460400,34462034,34462083,"exon-XM_021839369.1-2"
"NC_035107.1",34460351,34460400,34462232,34462281,"exon-XM_021839369.1-2"
"NC_035107.1",34460351,34460400,34462430,34462479,"exon-XM_021839369.1-2"
"NC_035107.1",34460351,34460400,34462529,34462578,"exon-XM_021839369.1-2"
"NC_035107.1",34460351,34460425,34462727,34462801,"exon-XM_021839369.1-2"
"NC_035107.1",34460376,34460450,34460475,34460549,"exon-XM_021839369.1-2"
"NC_035107.1",34460476,34460600,34461466,34461590,"exon-XM_021839369.1-2"
"NC_035107.1",34460476,34460900,34461664,34462088,"exon-XM_021839369.1-2"
"NC_035107.1",34460476,34460525,34462753,34462802,"exon-XM_021839369.1-2"
"NC_035107.1",34460551,34460700,34460749,34460898,"exon-XM_021839369.1-2"
"NC_035107.1",34460551,34460700,34460947,34461096,"exon-XM_021839369.1-2"
"NC_035107.1",34460551,34460700,34461145,34461294,"exon-XM_021839369.1-2"
"NC_035107.1",34460551,34460600,34461343,34461392,"exon-XM_021839369.1-2"
"NC_035107.1",34460551,34460700,34461937,34462086,"exon-XM_021839369.1-2"
"NC_035107.1",34460551,34460700,34462135,34462284,"exon-XM_021839369.1-2"
"NC_035107.1",34460551,34460700,34462333,34462482,"exon-XM_021839369.1-2"
"NC_035107.1",34460551,34460700,34462630,34462779,"exon-XM_021839369.1-2"
"NC_035107.1",34460576,34460625,34462853,34462902,"exon-XM_021839369.1-2"
"NC_035107.1",34460626,34460700,34461418,34461492,"exon-XM_021839369.1-2"
"NC_035107.1",34460626,34460700,34461616,34461690,"exon-XM_021839369.1-2"
"NC_035107.1",34460626,34460700,34462507,34462581,"exon-XM_021839369.1-2"
"NC_035107.1",34460726,34460900,34460924,34461098,"exon-XM_021839369.1-2"
"NC_035107.1",34460726,34460800,34461320,34461394,"exon-XM_021839369.1-2"
"NC_035107.1",34460726,34461000,34461122,34461396,"exon-XM_021839369.1-2"
"NC_035107.1",34460726,34460875,34462310,34462459,"exon-XM_021839369.1-2"
"NC_035107.1",34460726,34461075,34462112,34462461,"exon-XM_021839369.1-2"
"NC_035107.1",34460726,34460900,34462607,34462781,"exon-XM_021839369.1-2"
"NC_035107.1",34460751,34460800,34461543,34461592,"exon-XM_021839369.1-2"
"NC_035107.1",34460751,34460875,34461741,34461865,"exon-XM_021839369.1-2"
"NC_035107.1",34460751,34460825,34462830,34462904,"exon-XM_021839369.1-2"
"NC_035107.1",34460826,34460900,34461420,34461494,"exon-XM_021839369.1-2"
"NC_035107.1",34460826,34460900,34461618,34461692,"exon-XM_021839369.1-2"
"NC_035107.1",34460826,34460900,34462509,34462583,"exon-XM_021839369.1-2"
"NC_035107.1",34460901,34461375,34461891,34462365,"exon-XM_021839369.1-2"
"NC_035107.1",34460926,34461100,34461124,34461298,"exon-XM_021839369.1-2"
"NC_035107.1",34460926,34461100,34462114,34462288,"exon-XM_021839369.1-2"
"NC_035107.1",34460926,34461100,34462609,34462783,"exon-XM_021839369.1-2"
"NC_035107.1",34460951,34461000,34461545,34461594,"exon-XM_021839369.1-2"
"NC_035107.1",34460951,34461075,34461743,34461867,"exon-XM_021839369.1-2"
"NC_035107.1",34460951,34461025,34462832,34462906,"exon-XM_021839369.1-2"
"NC_035107.1",34461001,34461100,34462486,34462585,"exon-XM_021839369.1-2"
"NC_035107.1",34461026,34461100,34461422,34461496,"exon-XM_021839369.1-2"
"NC_035107.1",34461026,34461100,34461620,34461694,"exon-XM_021839369.1-2"
"NC_035107.1",34461126,34461175,34461324,34461373,"exon-XM_021839369.1-2"
"NC_035107.1",34461126,34461175,34461522,34461571,"exon-XM_021839369.1-2"
"NC_035107.1",34461126,34461275,34461720,34461869,"exon-XM_021839369.1-2"
"NC_035107.1",34461126,34461300,34461918,34462092,"exon-XM_021839369.1-2"
"NC_035107.1",34461126,34461275,34462314,34462463,"exon-XM_021839369.1-2"
"NC_035107.1",34461126,34461300,34462611,34462785,"exon-XM_021839369.1-2"
"NC_035107.1",34461151,34461200,34462834,34462883,"exon-XM_021839369.1-2"
"NC_035107.1",34461201,34461300,34461399,34461498,"exon-XM_021839369.1-2"
"NC_035107.1",34461201,34461300,34461597,34461696,"exon-XM_021839369.1-2"
"NC_035107.1",34461201,34461300,34462488,34462587,"exon-XM_021839369.1-2"
"NC_035107.1",34461301,34461375,34461895,34461969,"exon-XM_021839369.1-2"
"NC_035107.1",34461326,34461375,34461722,34461771,"exon-XM_021839369.1-2"
"NC_035107.1",34461326,34461575,34461524,34461773,"exon-XM_021839369.1-2"
"NC_035107.1",34461326,34461375,34462118,34462167,"exon-XM_021839369.1-2"
"NC_035107.1",34461326,34461375,34462613,34462662,"exon-XM_021839369.1-2"
"NC_035107.1",34461401,34461475,34461797,34461871,"exon-XM_021839369.1-2"
"NC_035107.1",34461401,34461500,34461995,34462094,"exon-XM_021839369.1-2"
"NC_035107.1",34461401,34461500,34462193,34462292,"exon-XM_021839369.1-2"
"NC_035107.1",34461401,34461475,34462391,34462465,"exon-XM_021839369.1-2"
"NC_035107.1",34461401,34461475,34462490,34462564,"exon-XM_021839369.1-2"
"NC_035107.1",34461401,34461500,34462688,34462787,"exon-XM_021839369.1-2"
"NC_035107.1",34461526,34461575,34461922,34461971,"exon-XM_021839369.1-2"
"NC_035107.1",34461526,34461575,34462120,34462169,"exon-XM_021839369.1-2"
"NC_035107.1",34461526,34461575,34462318,34462367,"exon-XM_021839369.1-2"
"NC_035107.1",34461526,34461575,34462615,34462664,"exon-XM_021839369.1-2"
"NC_035107.1",34461601,34461675,34461799,34461873,"exon-XM_021839369.1-2"
"NC_035107.1",34461601,34461675,34461997,34462071,"exon-XM_021839369.1-2"
"NC_035107.1",34461601,34461700,34462195,34462294,"exon-XM_021839369.1-2"
"NC_035107.1",34461601,34461675,34462393,34462467,"exon-XM_021839369.1-2"
"NC_035107.1",34461601,34461675,34462492,34462566,"exon-XM_021839369.1-2"
"NC_035107.1",34461601,34461700,34462690,34462789,"exon-XM_021839369.1-2"
"NC_035107.1",34461726,34461875,34461924,34462073,"exon-XM_021839369.1-2"
"NC_035107.1",34461726,34461875,34462122,34462271,"exon-XM_021839369.1-2"
"NC_035107.1",34461726,34461900,34462320,34462494,"exon-XM_021839369.1-2"
"NC_035107.1",34461726,34461875,34462617,34462766,"exon-XM_021839369.1-2"
"NC_035107.1",34461751,34461800,34462840,34462889,"exon-XM_021839369.1-2"
"NC_035107.1",34461801,34461875,34462494,34462568,"exon-XM_021839369.1-2"
"NC_035107.1",34461901,34462075,34462297,34462471,"exon-XM_021839369.1-2"
"NC_035107.1",34461926,34462075,34462124,34462273,"exon-XM_021839369.1-2"
"NC_035107.1",34461926,34462075,34462619,34462768,"exon-XM_021839369.1-2"
"NC_035107.1",34461951,34462000,34462842,34462891,"exon-XM_021839369.1-2"
"NC_035107.1",34462001,34462075,34462496,34462570,"exon-XM_021839369.1-2"
"NC_035107.1",34462101,34462300,34462596,34462795,"exon-XM_021839369.1-2"
"NC_035107.1",34462126,34462275,34462324,34462473,"exon-XM_021839369.1-2"
"NC_035107.1",34462151,34462200,34462844,34462893,"exon-XM_021839369.1-2"
"NC_035107.1",34462201,34462275,34462498,34462572,"exon-XM_021839369.1-2"
"NC_035107.1",34462326,34462475,34462623,34462772,"exon-XM_021839369.1-2"
"NC_035107.1",34462351,34462400,34462846,34462895,"exon-XM_021839369.1-2"
"NC_035107.1",34462401,34462475,34462500,34462574,"exon-XM_021839369.1-2"
"NC_035107.1",34462501,34462575,34462699,34462773,"exon-XM_021839369.1-2"
"NC_035107.1",34462651,34462700,34462849,34462898,"exon-XM_021839369.1-2"
"NC_035107.1",34462926,34463025,34463025,34463124,"exon-XM_021839369.1-2"
"NC_035107.1",34533551,34533600,34539008,34539057,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34533576,34533625,34538142,34538191,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34533576,34533625,34538835,34538884,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34533576,34533625,34539231,34539280,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34533576,34533625,34540023,34540072,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34533576,34533625,34540122,34540171,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34533576,34533625,34540221,34540270,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34533601,34533650,34538068,34538117,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34533601,34533650,34539652,34539701,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34533676,34533825,34538341,34538490,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34533676,34533825,34538539,34538688,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34533676,34533775,34538737,34538836,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34533676,34533725,34539133,34539182,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34533676,34533725,34539826,34539875,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34533701,34533750,34537772,34537821,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34533751,34537625,34538020,34541894,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34533776,34533825,34537847,34537896,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34533776,34533825,34537946,34537995,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34533776,34533825,34539629,34539678,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34533851,34533900,34540496,34540545,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34533876,34533925,34538838,34538887,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34533876,34533925,34539234,34539283,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34533876,34533950,34540026,34540100,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34533876,34533950,34540125,34540199,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34533876,34533925,34540224,34540273,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34533901,34533950,34537972,34538021,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34534051,34534175,34538716,34538840,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34534051,34534375,34538518,34538842,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34534051,34534100,34538914,34538963,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34534076,34534150,34537751,34537825,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34534076,34534125,34541513,34541562,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34534151,34534200,34538024,34538073,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34534176,34534250,34537851,34537925,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34534251,34534575,34538322,34538646,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34534251,34534300,34538916,34538965,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34534276,34534350,34537753,34537827,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34534351,34534400,34538026,34538075,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34534376,34534450,34537853,34537927,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34534451,34534575,34538324,34538448,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34534476,34534550,34537755,34537829,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34534576,34534625,34538152,34538201,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34534576,34534625,34540033,34540082,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34534576,34534625,34540132,34540181,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34535001,34535050,34539567,34539616,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34535001,34535150,34539468,34539617,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34535001,34535250,34539369,34539618,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34535001,34535050,34539864,34539913,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34535101,34535325,34539271,34539495,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34535101,34535150,34539865,34539914,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34535176,34535325,34539247,34539396,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34535176,34535250,34539841,34539915,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34535276,34535325,34539248,34539297,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34535276,34535325,34539842,34539891,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34535351,34535400,34537937,34537986,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34535376,34535425,34538061,34538110,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34535401,34535450,34540462,34540511,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34535401,34535475,34540561,34540635,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34535451,34535500,34540809,34540858,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34535501,34535550,34540067,34540116,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34535501,34535550,34540166,34540215,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34535576,34535650,34539251,34539325,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34535576,34535650,34539350,34539424,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34535576,34535650,34539449,34539523,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34535576,34535625,34539548,34539597,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34535751,34535825,34538139,34538213,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34535751,34535800,34538832,34538881,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34535751,34535800,34540218,34540267,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34535751,34535900,34540119,34540268,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34535776,34535825,34537966,34538015,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34535801,34535850,34539773,34539822,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34535851,34535925,34538140,34538214,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34535851,34535900,34538833,34538882,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34535851,34536000,34540021,34540170,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34535876,34535925,34537967,34538016,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34535901,34535950,34539774,34539823,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34535951,34536000,34538141,34538190,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34535951,34536000,34538834,34538883,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34535951,34536000,34539230,34539279,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34535951,34536000,34540022,34540071,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34536026,34536075,34541087,34541136,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34536126,34536200,34540989,34541063,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34536176,34536250,34540544,34540618,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34536176,34536225,34540742,34540791,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34536201,34536250,34539678,34539727,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34536226,34536275,34538119,34538168,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34536251,34536325,34540718,34540792,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34536276,34536350,34540446,34540520,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34536301,34536375,34539679,34539753,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34536451,34536525,34540522,34540596,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34536476,34536525,34540448,34540497,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34536501,34536575,34540869,34540943,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34536551,34536600,34539731,34539780,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34536601,34536675,34540771,34540845,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34536701,34536775,34540376,34540450,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34536826,34536875,34540303,34540352,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34536926,34536975,34542200,34542249,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34536926,34536975,34542398,34542447,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34537051,34537100,34541722,34541771,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34537051,34537100,34542226,34542275,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34537051,34537100,34542523,34542572,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34537451,34537500,34542224,34542273,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34537451,34537500,34542521,34542570,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34537501,34537550,34542175,34542224,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34537501,34537550,34542373,34542422,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34537576,34537625,34541542,34541591,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34537626,34537775,34541997,34542146,"exon-XM_021837852.1-2; exon-XM_021837852.1-3"
"NC_035107.1",34537751,34537825,34538345,34538419,"exon-XM_021837852.1-2"
"NC_035107.1",34537751,34537825,34538543,34538617,"exon-XM_021837852.1-2"
"NC_035107.1",34537751,34537825,34538741,34538815,"exon-XM_021837852.1-2"
"NC_035107.1",34537751,34537800,34541513,34541562,"exon-XM_021837852.1-2"
"NC_035107.1",34537851,34537925,34538445,34538519,"exon-XM_021837852.1-2"
"NC_035107.1",34537851,34537925,34538643,34538717,"exon-XM_021837852.1-2"
"NC_035107.1",34537926,34538000,34539609,34539683,"exon-XM_021837852.1-2"
"NC_035107.1",34537951,34538000,34538050,34538099,"exon-XM_021837852.1-2"
"NC_035107.1",34537976,34538025,34538174,34538223,"exon-XM_021837852.1-2"
"NC_035107.1",34538026,34538075,34538422,34538471,"exon-XM_021837852.1-2"
"NC_035107.1",34538026,34538075,34538620,34538669,"exon-XM_021837852.1-2"
"NC_035107.1",34538051,34538100,34539635,34539684,"exon-XM_021837852.1-2"
"NC_035107.1",34538151,34538200,34538844,34538893,"exon-XM_021837852.1-2"
"NC_035107.1",34538151,34538200,34540032,34540081,"exon-XM_021837852.1-2"
"NC_035107.1",34538151,34538200,34540131,34540180,"exon-XM_021837852.1-2"
"NC_035107.1",34538326,34538450,34538722,34538846,"exon-XM_021837852.1-2"
"NC_035107.1",34538326,34538650,34538524,34538848,"exon-XM_021837852.1-2"
"NC_035107.1",34538826,34538875,34540014,34540063,"exon-XM_021837852.1-2"
"NC_035107.1",34539251,34539300,34539548,34539597,"exon-XM_021837852.1-2"
"NC_035107.1",34539251,34539400,34539449,34539598,"exon-XM_021837852.1-2"
"NC_035107.1",34539251,34539500,34539350,34539599,"exon-XM_021837852.1-2"
"NC_035107.1",34539251,34539325,34539845,34539919,"exon-XM_021837852.1-2"
"NC_035107.1",34539351,34539425,34539846,34539920,"exon-XM_021837852.1-2"
"NC_035107.1",34539451,34539525,34539847,34539921,"exon-XM_021837852.1-2"
