Chromosome,Start_Position,End_Position,Match_Position,Match_End_Position
BX284601.5,1121976,1122025,1122098,1122147
BX284601.5,1121976,1122025,1123755,1123804
BX284601.5,1121976,1122025,1123844,1123893
BX284601.5,1121976,1122025,1123973,1124022
BX284601.5,1121976,1122025,1124097,1124146
BX284601.5,1122001,1122050,1122890,1122939
BX284601.5,1122101,1122250,1122153,1122302
BX284601.5,1122101,1122200,1122205,1122304
BX284601.5,1122101,1122150,1122257,1122306
BX284601.5,1122101,1122150,1122868,1122917
BX284601.5,1122101,1122150,1122990,1123039
BX284601.5,1122101,1122150,1123235,1123284
BX284601.5,1122101,1122175,1123529,1123603
BX284601.5,1122101,1122150,1123758,1123807
BX284601.5,1122101,1122150,1123847,1123896
BX284601.5,1122101,1122175,1123976,1124050
BX284601.5,1122101,1122175,1124100,1124174
BX284601.5,1122126,1122175,1122352,1122401
BX284601.5,1122126,1122175,1122754,1122803
BX284601.5,1122126,1122200,1122963,1123037
BX284601.5,1122126,1122175,1123085,1123134
BX284601.5,1122126,1122175,1123155,1123204
BX284601.5,1122126,1122175,1123624,1123673
BX284601.5,1122151,1122200,1123756,1123805
BX284601.5,1122151,1122200,1123845,1123894
BX284601.5,1122151,1122225,1123974,1124048
BX284601.5,1122151,1122225,1124098,1124172
BX284601.5,1122176,1122225,1122350,1122399
BX284601.5,1122176,1122225,1122752,1122801
BX284601.5,1122176,1122250,1122961,1123035
BX284601.5,1122176,1122225,1123083,1123132
BX284601.5,1122176,1122225,1123153,1123202
BX284601.5,1122176,1122225,1123552,1123601
BX284601.5,1122176,1122225,1123622,1123671
BX284601.5,1122201,1122250,1123754,1123803
BX284601.5,1122201,1122250,1123843,1123892
BX284601.5,1122201,1122275,1123972,1124046
BX284601.5,1122201,1122275,1124096,1124170
BX284601.5,1122226,1122275,1122348,1122397
BX284601.5,1122226,1122275,1122750,1122799
BX284601.5,1122226,1122400,1122959,1123133
BX284601.5,1122226,1122275,1123081,1123130
BX284601.5,1122226,1122275,1123151,1123200
BX284601.5,1122226,1122275,1123550,1123599
BX284601.5,1122226,1122275,1123620,1123669
BX284601.5,1122276,1122400,1122887,1123011
BX284601.5,1122326,1122375,1122989,1123038
BX284601.5,1122326,1122400,1123528,1123602
BX284601.5,1122326,1122375,1123757,1123806
BX284601.5,1122326,1122375,1123846,1123895
BX284601.5,1122326,1122400,1123975,1124049
BX284601.5,1122326,1122400,1124099,1124173
BX284601.5,1122351,1122400,1122753,1122802
BX284601.5,1122351,1122400,1123154,1123203
BX284601.5,1122351,1122400,1123623,1123672
BX284601.5,1122401,1122625,1123274,1123498
BX284601.5,1122426,1122625,1124180,1124379
BX284601.5,1122601,1122650,1122639,1122688
BX284601.5,1122651,1122700,1123486,1123535
BX284601.5,1122676,1122725,1123941,1123990
BX284601.5,1122676,1122725,1124407,1124456
BX284601.5,1122726,1122775,1122796,1122845
BX284601.5,1122726,1122800,1122935,1123009
BX284601.5,1122726,1122800,1123057,1123131
BX284601.5,1122726,1122800,1123127,1123201
BX284601.5,1122726,1122775,1123197,1123246
BX284601.5,1122726,1122800,1123596,1123670
BX284601.5,1122726,1122775,1123666,1123715
BX284601.5,1122751,1122800,1123551,1123600
BX284601.5,1122751,1122800,1123998,1124047
BX284601.5,1122751,1122800,1124122,1124171
BX284601.5,1122801,1122850,1123531,1123580
BX284601.5,1122801,1122850,1123760,1123809
BX284601.5,1122801,1122850,1123849,1123898
BX284601.5,1122801,1122850,1123978,1124027
BX284601.5,1122801,1122850,1124102,1124151
BX284601.5,1122851,1122900,1123218,1123267
BX284601.5,1122876,1123000,1122998,1123122
BX284601.5,1122926,1123000,1123118,1123192
BX284601.5,1122926,1122975,1123188,1123237
BX284601.5,1122926,1123000,1123587,1123661
BX284601.5,1122926,1122975,1123657,1123706
BX284601.5,1122951,1123000,1123542,1123591
BX284601.5,1122951,1123000,1123989,1124038
BX284601.5,1122951,1123000,1124113,1124162
BX284601.5,1123051,1123175,1123121,1123245
BX284601.5,1123051,1123100,1123191,1123240
BX284601.5,1123051,1123175,1123590,1123714
BX284601.5,1123051,1123100,1123660,1123709
BX284601.5,1123076,1123200,1123545,1123669
BX284601.5,1123076,1123150,1123992,1124066
BX284601.5,1123076,1123125,1124116,1124165
BX284601.5,1123151,1123200,1123550,1123599
BX284601.5,1123151,1123200,1123997,1124046
BX284601.5,1123151,1123200,1124121,1124170
BX284601.5,1123201,1123250,1123236,1123285
BX284601.5,1123201,1123250,1123530,1123579
BX284601.5,1123201,1123250,1123759,1123808
BX284601.5,1123201,1123250,1123848,1123897
BX284601.5,1123201,1123250,1123977,1124026
BX284601.5,1123201,1123250,1124101,1124150
BX284601.5,1123301,1123500,1124182,1124381
BX284601.5,1123451,1123500,1123919,1123968
BX284601.5,1123551,1123600,1123621,1123670
BX284601.5,1123551,1123600,1123998,1124047
BX284601.5,1123551,1123600,1124122,1124171
BX284601.5,1123601,1123650,1123760,1123809
BX284601.5,1123601,1123650,1123849,1123898
BX284601.5,1123601,1123675,1123978,1124052
BX284601.5,1123601,1123675,1124102,1124176
BX284601.5,1123676,1123825,1123765,1123914
BX284601.5,1123676,1123750,1123854,1123928
BX284601.5,1123726,1123800,1124068,1124142
BX284601.5,1123751,1123800,1123969,1124018
BX284601.5,1123826,1123900,1123955,1124029
BX284601.5,1123826,1123900,1124079,1124153
BX284601.5,1123826,1123875,1124421,1124470
BX284601.5,1123951,1124000,1124417,1124466
BX284601.5,1123976,1124050,1124100,1124174
BX284601.5,1124076,1124125,1124418,1124467
BX284601.5,1124601,1124675,1124665,1124739
BX284601.5,1125826,1125875,1127569,1127618
BX284601.5,1134101,1134725,1134455,1135079
BX284601.5,1134101,1134375,1134809,1135083
BX284601.5,1145476,1145525,1149785,1149834
BX284601.5,1168251,1168300,1177176,1177225
BX284601.5,1171351,1171425,1184637,1184711
BX284601.5,1177201,1177250,1179615,1179664
BX284601.5,1177326,1177375,1179750,1179799
BX284601.5,1186726,1186775,1186972,1187021
BX284601.5,1191601,1191650,1192545,1192594
BX284601.5,1197926,1198000,1206680,1206754
BX284601.5,1198151,1198200,1216857,1216906
BX284601.5,1209326,1209425,1210052,1210151
BX284601.5,1209376,1209425,1209704,1209753
BX284601.5,1209376,1209425,1210430,1210479
BX284601.5,1209401,1209450,1209522,1209571
BX284601.5,1209401,1209450,1210248,1210297
BX284601.5,1209476,1209750,1210202,1210476
BX284601.5,1209626,1209675,1209669,1209718
BX284601.5,1209626,1209675,1210395,1210444
BX284601.5,1209651,1209700,1210334,1210383
BX284601.5,1209701,1209775,1210099,1210173
BX284601.5,1210026,1210075,1210311,1210360
BX284601.5,1210101,1210150,1210429,1210478
BX284601.5,1210176,1210225,1210297,1210346
BX284601.5,1210351,1210400,1210394,1210443
BX284601.5,1212151,1212200,1212325,1212374
BX284601.5,1215001,1215100,1218468,1218567
BX284601.5,1217201,1217250,1218914,1218963
BX284601.5,1238301,1238400,1238508,1238607
BX284601.5,1238426,1238475,1238633,1238682
BX284601.5,1241501,1241575,1241624,1241698
BX284601.5,1245776,1245825,1249721,1249770
BX284601.5,1245851,1245900,1249796,1249845
BX284601.5,1246801,1246850,1247132,1247181
BX284601.5,1278876,1278925,1278990,1279039
BX284601.5,1281126,1281225,1281534,1281633
BX284601.5,1285951,1286000,1286947,1286996
BX284601.5,1286051,1286400,1286421,1286770
BX284601.5,1286051,1286175,1286791,1286915
BX284601.5,1286426,1286550,1286796,1286920
BX284601.5,1311351,1311425,1314681,1314755
BX284601.5,1311576,1311650,1314912,1314986
BX284601.5,1317501,1317750,1317691,1317940
BX284601.5,1317501,1317550,1317881,1317930
BX284601.5,1317501,1317700,1317995,1318194
BX284601.5,1317526,1317575,1318210,1318259
BX284601.5,1317551,1317600,1318197,1318246
BX284601.5,1317576,1317625,1317918,1317967
BX284601.5,1317651,1317700,1318296,1318345
BX284601.5,1317651,1317700,1318334,1318383
BX284601.5,1317651,1317700,1318448,1318497
BX284601.5,1317651,1317700,1318486,1318535
BX284601.5,1317651,1317700,1319018,1319067
BX284601.5,1317651,1317700,1319093,1319142
BX284601.5,1317651,1317700,1319131,1319180
BX284601.5,1317651,1317700,1319169,1319218
BX284601.5,1317651,1317700,1319207,1319256
BX284601.5,1317651,1317700,1319245,1319294
BX284601.5,1317676,1317725,1318815,1318864
BX284601.5,1317701,1317900,1318005,1318204
BX284601.5,1317751,1317800,1317903,1317952
BX284601.5,1317776,1317825,1318687,1318736
BX284601.5,1317876,1317925,1317990,1318039
BX284601.5,1317926,1317975,1318078,1318127
BX284601.5,1317926,1317975,1318381,1318430
BX284601.5,1317926,1317975,1318571,1318620
BX284601.5,1317926,1317975,1318685,1318734
BX284601.5,1317926,1317975,1318723,1318772
BX284601.5,1317951,1318000,1318520,1318569
BX284601.5,1318076,1318125,1318379,1318428
BX284601.5,1318076,1318125,1318569,1318618
BX284601.5,1318076,1318125,1318683,1318732
BX284601.5,1318076,1318125,1318721,1318770
BX284601.5,1318226,1318275,1319023,1319072
BX284601.5,1318301,1318350,1318339,1318388
BX284601.5,1318301,1318375,1318453,1318527
BX284601.5,1318301,1318350,1318491,1318540
BX284601.5,1318301,1318375,1319098,1319172
BX284601.5,1318301,1318375,1319136,1319210
BX284601.5,1318301,1318375,1319174,1319248
BX284601.5,1318301,1318375,1319212,1319286
BX284601.5,1318301,1318350,1319250,1319299
BX284601.5,1318326,1318375,1318440,1318489
BX284601.5,1318326,1318375,1319010,1319059
BX284601.5,1318326,1318375,1319085,1319134
BX284601.5,1318376,1318450,1318566,1318640
BX284601.5,1318376,1318425,1318680,1318729
BX284601.5,1318376,1318450,1318718,1318792
BX284601.5,1318401,1318500,1318971,1319070
BX284601.5,1318451,1318500,1318489,1318538
BX284601.5,1318451,1318525,1319096,1319170
BX284601.5,1318451,1318525,1319134,1319208
BX284601.5,1318451,1318525,1319172,1319246
BX284601.5,1318451,1318525,1319210,1319284
BX284601.5,1318451,1318500,1319248,1319297
BX284601.5,1318476,1318525,1319008,1319057
BX284601.5,1318476,1318525,1319083,1319132
BX284601.5,1318551,1318675,1318703,1318827
BX284601.5,1318601,1318650,1318943,1318992
BX284601.5,1318601,1318650,1318981,1319030
BX284601.5,1318676,1318725,1318714,1318763
BX284601.5,1318751,1318800,1318941,1318990
BX284601.5,1318751,1318800,1318979,1319028
BX284601.5,1318951,1319000,1318989,1319038
BX284601.5,1319076,1319250,1319114,1319288
BX284601.5,1319076,1319200,1319152,1319276
BX284601.5,1319076,1319175,1319190,1319289
BX284601.5,1319076,1319125,1319228,1319277
BX284601.5,1331376,1331500,1331545,1331669
BX284601.5,1331376,1331500,1331872,1331996
BX284601.5,1331426,1331675,1331753,1332002
BX284601.5,1331601,1331650,1331759,1331808
BX284601.5,1331751,1331825,1331920,1331994
BX284601.5,1334351,1334400,1334979,1335028
BX284601.5,1334401,1334450,1334715,1334764
BX284601.5,1334926,1334975,1335139,1335188
BX284601.5,1355376,1355425,1361906,1361955
BX284601.5,1362751,1362825,1362783,1362857
BX284601.5,1362751,1362800,1362815,1362864
BX284601.5,1363426,1363475,1363496,1363545
BX284601.5,1369051,1369125,1376222,1376296
BX284601.5,1369076,1369125,1388470,1388519
BX284601.5,1369276,1369325,1388670,1388719
BX284601.5,1369601,1369650,1376772,1376821
BX284601.5,1371551,1371600,1372166,1372215
BX284601.5,1371551,1371600,1372631,1372680
BX284601.5,1371551,1371600,1373246,1373295
BX284601.5,1371601,1371750,1371724,1371873
BX284601.5,1371676,1371725,1373371,1373420
BX284601.5,1371801,1371850,1373373,1373422
BX284601.5,1371876,1372050,1371999,1372173
BX284601.5,1371876,1371925,1372122,1372171
BX284601.5,1371876,1372250,1372341,1372715
BX284601.5,1371876,1372050,1372464,1372638
BX284601.5,1371876,1371925,1372587,1372636
BX284601.5,1371876,1372175,1372833,1373132
BX284601.5,1371876,1372250,1372956,1373330
BX284601.5,1371876,1372050,1373079,1373253
BX284601.5,1371876,1371925,1373202,1373251
BX284601.5,1371901,1372175,1372735,1373009
BX284601.5,1371951,1372000,1372197,1372246
BX284601.5,1371951,1372175,1372293,1372517
BX284601.5,1371951,1372000,1372662,1372711
BX284601.5,1371951,1372000,1373277,1373326
BX284601.5,1372026,1372175,1372737,1372886
BX284601.5,1372076,1372125,1372199,1372248
BX284601.5,1372076,1372175,1372295,1372394
BX284601.5,1372076,1372125,1372664,1372713
BX284601.5,1372076,1372125,1373279,1373328
BX284601.5,1372201,1372250,1372297,1372346
BX284601.5,1372201,1372250,1372420,1372469
BX284601.5,1372201,1372250,1372543,1372592
BX284601.5,1372201,1372250,1372789,1372838
BX284601.5,1372201,1372250,1372912,1372961
BX284601.5,1372201,1372250,1373035,1373084
BX284601.5,1372201,1372250,1373158,1373207
BX284601.5,1372276,1372525,1372399,1372648
BX284601.5,1372276,1372400,1372522,1372646
BX284601.5,1372276,1372650,1372768,1373142
BX284601.5,1372276,1372725,1372891,1373340
BX284601.5,1372276,1372525,1373014,1373263
BX284601.5,1372276,1372400,1373137,1373261
BX284601.5,1372301,1372350,1372670,1372719
BX284601.5,1372301,1372350,1373285,1373334
BX284601.5,1372376,1372650,1372745,1373019
BX284601.5,1372426,1372475,1372672,1372721
BX284601.5,1372426,1372475,1373287,1373336
BX284601.5,1372501,1372650,1372747,1372896
BX284601.5,1372551,1372600,1372674,1372723
BX284601.5,1372551,1372600,1373289,1373338
BX284601.5,1372676,1372725,1372799,1372848
BX284601.5,1372676,1372725,1372922,1372971
BX284601.5,1372676,1372725,1373045,1373094
BX284601.5,1372676,1372725,1373168,1373217
BX284601.5,1372751,1373125,1372874,1373248
BX284601.5,1372751,1373000,1372997,1373246
BX284601.5,1372751,1372900,1373120,1373269
BX284601.5,1372801,1372850,1373293,1373342
BX284601.5,1374176,1374225,1374240,1374289
BX284601.5,1374176,1374225,1374453,1374502
BX284601.5,1374176,1374225,1374560,1374609
BX284601.5,1374451,1374500,1374558,1374607
BX284601.5,1376251,1376300,1388474,1388523
BX284601.5,1385901,1385950,1386095,1386144
BX284601.5,1388476,1388525,1399610,1399659
BX284601.5,1389126,1389175,1400249,1400298
BX284601.5,1399651,1399700,1419518,1419567
BX284601.5,1399751,1399850,1419620,1419719
BX284601.5,1400251,1400325,1420078,1420152
BX284601.5,1408726,1408875,1409121,1409270
BX284601.5,1408751,1408800,1409075,1409124
BX284601.5,1409076,1409125,1409147,1409196
BX284601.5,1409301,1409375,1414731,1414805
BX284601.5,1412376,1412425,1412488,1412537
BX284601.5,1413251,1413400,1413514,1413663
BX284601.5,1418351,1418425,1422201,1422275
BX284601.5,1422501,1422550,1423824,1423873
BX284601.5,1429751,1429975,1429924,1430148
BX284601.5,1429751,1429800,1430097,1430146
BX284601.5,1429751,1429800,1430270,1430319
BX284601.5,1429876,1429975,1430222,1430321
BX284601.5,1430051,1430150,1430224,1430323
BX284601.5,1430676,1430725,1430799,1430848
BX284601.5,1430776,1430825,1430898,1430947
BX284601.5,1438026,1438100,1440212,1440286
BX284601.5,1448551,1448600,1448937,1448986
BX284601.5,1448851,1448900,1449074,1449123
BX284601.5,1448926,1448975,1449149,1449198
BX284601.5,1453676,1453850,1453799,1453973
BX284601.5,1453676,1453725,1453922,1453971
BX284601.5,1462201,1462450,1462448,1462697
BX284601.5,1462401,1462450,1462771,1462820
BX284601.5,1462626,1462800,1462749,1462923
BX284601.5,1462626,1462675,1462872,1462921
BX284601.5,1462626,1462675,1462995,1463044
BX284601.5,1462626,1462675,1463118,1463167
BX284601.5,1462701,1462800,1462947,1463046
BX284601.5,1462701,1462800,1463070,1463169
BX284601.5,1462826,1463100,1462949,1463223
BX284601.5,1462826,1462975,1463072,1463221
BX284601.5,1475026,1475075,1475329,1475378
BX284601.5,1476151,1476200,1485705,1485754
BX284601.5,1491576,1491625,1507640,1507689
BX284601.5,1492001,1492050,1505713,1505762
BX284601.5,1492001,1492050,1508107,1508156
BX284601.5,1496301,1496375,1497423,1497497
BX284601.5,1496301,1496350,1515980,1516029
BX284601.5,1497426,1497475,1515983,1516032
BX284601.5,1500076,1500175,1500173,1500272
BX284601.5,1505701,1505750,1508095,1508144
BX284601.5,1505926,1505975,1508307,1508356
BX284601.5,1505976,1506075,1508358,1508457
BX284601.5,1520926,1520975,1531760,1531809
BX284601.5,1524826,1524875,1524888,1524937
BX284601.5,1524826,1524875,1525261,1525310
BX284601.5,1524851,1524900,1525321,1525370
BX284601.5,1524901,1524975,1525274,1525348
BX284601.5,1524926,1524975,1524961,1525010
BX284601.5,1524951,1525025,1525289,1525363
BX284601.5,1525001,1525050,1525079,1525128
BX284601.5,1525001,1525075,1525199,1525273
BX284601.5,1525001,1525050,1525374,1525423
BX284601.5,1525076,1525150,1525371,1525445
BX284601.5,1525201,1525250,1525376,1525425
BX284601.5,1525351,1525400,1525429,1525478
BX284601.5,1531476,1531525,1538477,1538526
BX284601.5,1532526,1532575,1532633,1532682
BX284601.5,1541901,1541950,1545865,1545914
BX284601.5,1550876,1551100,1551057,1551281
BX284601.5,1550876,1550925,1551238,1551287
BX284601.5,1550951,1551000,1551572,1551621
BX284601.5,1551126,1551175,1551566,1551615
BX284601.5,1564876,1564925,1564911,1564960
BX284601.5,1573901,1573950,1573935,1573984
BX284601.5,1574826,1574900,1574912,1574986
BX284601.5,1593601,1594150,1593790,1594339
BX284601.5,1593601,1593950,1593979,1594328
BX284601.5,1593601,1593750,1594168,1594317
BX284601.5,1597226,1597275,1612763,1612812
BX284601.5,1605951,1606000,1606021,1606070
BX284601.5,1608401,1608450,1609180,1609229
BX284601.5,1608476,1608575,1609254,1609353
BX284601.5,1612776,1612825,1629866,1629915
BX284601.5,1612876,1612925,1629967,1630016
BX284601.5,1613026,1613100,1630094,1630168
BX284601.5,1618201,1618250,1618629,1618678
BX284601.5,1619226,1619300,1619374,1619448
BX284601.5,1620126,1620175,1620371,1620420
BX284601.5,1631976,1632025,1632008,1632057
BX284601.5,1640526,1640575,1640574,1640623
BX284601.5,1652476,1652525,1652518,1652567
BX284601.5,1658351,1658425,1658481,1658555
BX284601.5,1658351,1658425,1658533,1658607
BX284601.5,1658451,1658500,1659387,1659436
BX284601.5,1658451,1658500,1660141,1660190
BX284601.5,1658476,1658550,1658528,1658602
BX284601.5,1658576,1658625,1658706,1658755
BX284601.5,1658576,1658625,1658758,1658807
BX284601.5,1658576,1658625,1658836,1658885
BX284601.5,1658576,1658625,1658888,1658937
